2.000000000000001343e-03 2.691239466411518677e+01 -3.932361335145445407e-05
2.199950581058666890e-03 2.691228357522205528e+01 -4.757932882525355863e-05
2.419891279550183752e-03 2.691214916332464568e+01 -5.756822058035885757e-05
2.661820613272612452e-03 2.691198652821188020e+01 -6.965318136483447881e-05
2.927936902421508520e-03 2.691178975920734473e+01 -8.427628892163989925e-05
3.220658244892653406e-03 2.691155167932919312e+01 -1.019690623282506190e-04
3.542644488621490666e-03 2.691126362172757425e+01 -1.233757357665322854e-04
3.896821400613563555e-03 2.691091509499920065e+01 -1.492761718322641008e-04
4.286407252280826329e-03 2.691049340968485737e+01 -1.806134505604630033e-04
4.714942062654645105e-03 2.690998320968044766e+01 -2.185283017584647113e-04
5.186319765197514725e-03 2.690936592050026022e+01 -2.644016883999542739e-04
5.704823590501157012e-03 2.690861907156664401e+01 -3.199033330417388435e-04
6.275164986380106676e-03 2.690771547875911196e+01 -3.870533656660599814e-04
6.902526429012954476e-03 2.690662225899491489e+01 -4.682956616398789270e-04
7.592608514139922299e-03 2.690529963795903612e+01 -5.665860017235900201e-04
8.351681756216554342e-03 2.690369950748025474e+01 -6.854997574939661028e-04
9.186643566202832428e-03 2.690176368380554450e+01 -8.293611261253808946e-04
1.010508092572338576e-02 2.689942180436702657e+01 -1.003399403876292740e-03
1.111533932709500051e-02 2.689658878726541147e+01 -1.213938009018999216e-03
1.222659860565345272e-02 2.689316176610643794e+01 -1.468622305119346829e-03
1.344895635343919087e-02 2.688901639179645287e+01 -1.776694462036002226e-03
1.479351967219059115e-02 2.688400237500174228e+01 -2.149325029530784609e-03
1.627250609936924455e-02 2.687793811789614651e+01 -2.600012089237616932e-03
1.789935462429403934e-02 2.687060425304662914e+01 -3.145061770450597628e-03
1.968884780314539285e-02 2.686173587891209635e+01 -3.804165860525745690e-03
2.165724608245267815e-02 2.685101324102509324e+01 -4.601094980814255352e-03
2.382243555161113815e-02 2.683805056724925819e+01 -5.564529402252951784e-03
2.620409046699977845e-02 2.682238272154596714e+01 -6.729052265288229008e-03
2.882385202449501416e-02 2.680344929072115434e+01 -8.136333942508646583e-03
3.170552500481840091e-02 2.678057567438797193e+01 -9.836539792453602785e-03
3.487529407856015951e-02 2.675295070349605453e+01 -1.188999620571078164e-02
3.836196173636013257e-02 2.671960028571926316e+01 -1.436915228318286913e-02
4.219721000622789903e-02 2.667935656873717321e+01 -1.736087405191343719e-02
4.641588833612782239e-02 2.663082215081631077e+01 -2.096910469782683681e-02
5.105633025770927452e-02 2.657232897264876570e+01 -2.531791445335327892e-02
5.616070170858534355e-02 2.650189173666648301e+01 -3.055494476262360717e-02
6.177538417823236205e-02 2.641715607260006138e+01 -3.685521720655701022e-02
6.795139615901231445e-02 2.631534227599040321e+01 -4.442522121296457044e-02
7.474485673188339951e-02 2.619318638893257045e+01 -5.350710408956079606e-02
8.221749549922678646e-02 2.604688179848072949e+01 -6.438264700469353841e-02
9.043721349835613654e-02 2.587202655376678706e+01 -7.737649867620620403e-02
9.947870019251758844e-02 2.566358442125902428e+01 -9.285782552821407465e-02
1.094241121457449201e-01 2.541587147142199399e+01 -1.112390851053553925e-01
