2.000000000000001343e-03 7.795017804188549349e+01 -9.769384263035469154e-03
2.199950581058666890e-03 7.787035948602542135e+01 -1.179677144037534486e-02
2.419891279550183752e-03 7.777410581174861193e+01 -1.423888617538472852e-02
2.661820613272612452e-03 7.765811417590020937e+01 -1.717778131430413788e-02
2.927936902421508520e-03 7.751845529990541195e+01 -2.071044491351126116e-02
3.220658244892653406e-03 7.735047190463389200e+01 -2.495090001757313200e-02
3.542644488621490666e-03 7.714866883677636622e+01 -3.003228775260695371e-02
3.896821400613563555e-03 7.690659855833047231e+01 -3.610873237206921327e-02
4.286407252280826329e-03 7.661674849542680477e+01 -4.335667164386717426e-02
4.714942062654645105e-03 7.627044067024725393e+01 -5.197516168198960257e-02
5.186319765197514725e-03 7.585775969917852990e+01 -6.218443491595203321e-02
5.704823590501157012e-03 7.536753237614519207e+01 -7.422167458396743134e-02
6.275164986380106676e-03 7.478739134531652155e+01 -8.833257596609732365e-02
6.902526429012954476e-03 7.410396588396497464e+01 -1.047568108839087436e-01
7.592608514139922299e-03 7.330325372998036926e+01 -1.237050600840198800e-01
8.351681756216554342e-03 7.237123624767930608e+01 -1.453250122642695541e-01
9.186643566202832428e-03 7.129480004045908004e+01 -1.696539831830351230e-01
1.010508092572338576e-02 7.006301314514659850e+01 -1.965572269570675656e-01
1.111533932709500051e-02 6.866876119012292179e+01 -2.256546092802265702e-01
1.222659860565345272e-02 6.711066401234798207e+01 -2.562454755173733112e-01
1.344895635343919087e-02 6.539505406575301549e+01 -2.872535664869703131e-01
1.479351967219059115e-02 6.353760578500118328e+01 -3.172304224860431621e-01
1.627250609936924455e-02 6.156399464465674498e+01 -3.444717577882293047e-01
1.789935462429403934e-02 5.950883043392853722e+01 -3.673019492609643777e-01
1.968884780314539285e-02 5.741222265436925909e+01 -3.845398409404683360e-01
2.165724608245267815e-02 5.531391351320667127e+01 -3.960459239262422715e-01
2.382243555161113815e-02 5.324607352910491898e+01 -4.030776374950705288e-01
2.620409046699977845e-02 5.122732215274415779e+01 -4.080621023645564227e-01
2.882385202449501416e-02 4.926133413941330019e+01 -4.135666170439785128e-01
3.170552500481840091e-02 4.734200701596441974e+01 -4.208666859689811357e-01
3.487529407856015951e-02 4.546291258578204975e+01 -4.292556914645735966e-01
3.836196173636013257e-02 4.362415242026381890e+01 -4.371057208721207954e-01
4.219721000622789903e-02 4.183070361404615056e+01 -4.439082227020835769e-01
4.641588833612782239e-02 4.008542186871048330e+01 -4.506994051993609696e-01
5.105633025770927452e-02 3.838689771315561927e+01 -4.581326104534351740e-01
5.616070170858534355e-02 3.673397107978065890e+01 -4.656501146883497144e-01
6.177538417823236205e-02 3.512731346281173472e+01 -4.730544643245384040e-01
6.795139615901231445e-02 3.356697281738869520e+01 -4.806588163617916409e-01
7.474485673188339951e-02 3.205226910010053842e+01 -4.885408930523405524e-01
8.221749549922678646e-02 3.058282779921762184e+01 -4.964494759702154925e-01
9.043721349835613654e-02 2.915848630816670095e+01 -5.046764300357687860e-01
9.947870019251758844e-02 2.777842258325586755e+01 -5.129586541977002589e-01
1.094241121457449201e-01 2.644242625638450406e+01 -5.216859375344071736e-01
1.203638195484301732e-01 2.514985178858840698e+01 -5.303420448562935485e-01
1.323972273770046559e-01 2.389997283746077628e+01 -5.393683234538750870e-01
1.456336786492988256e-01 2.269246614136536522e+01 -5.489008034298803462e-01
1.601934479831181035e-01 2.152673550852167850e+01 -5.584640104035464292e-01
1.762088344861258982e-01 2.040194401187338258e+01 -5.680066495335056587e-01
1.938253639077114621e-01 1.931742848710144145e+01 -5.780358952881972101e-01
2.132031109763387333e-01 1.827274272023234403e+01 -5.887415266942430669e-01
2.345181539379557756e-01 1.726730152963986953e+01 -5.996598101422238036e-01
2.579641745123056884e-01 1.630025534836483558e+01 -6.104216312048436066e-01
2.837542178053329422e-01 1.537080806597666260e+01 -6.215464499685725563e-01
3.121226281693449955e-01 1.447837827309183467e+01 -6.334384163089458175e-01
3.433271786013541438e-01 1.362243428623803787e+01 -6.459433787336675836e-01
3.776514130286406368e-01 1.280215980433347411e+01 -6.582392861191000977e-01
4.154072227649924232e-01 1.201666131428493323e+01 -6.707428436021213303e-01
4.569376805489057669e-01 1.126524401301697331e+01 -6.839402124823011908e-01
5.026201579155821220e-01 1.054732153667600691e+01 -6.981668807895985429e-01
5.528697542290920142e-01 9.862175207624522599e+00 -7.124028019557905322e-01
6.081430685330263541e-01 9.208859923467160868e+00 -7.265618075051009095e-01
6.689423484930154817e-01 8.586573191153751949e+00 -7.413779560501392307e-01
7.358200541309789511e-01 7.994643264570488128e+00 -7.573474837945811666e-01
8.093838778200336259e-01 7.432408415550443515e+00 -7.739204323459165646e-01
8.903022661548495309e-01 6.898949679152504011e+00 -7.901921310198640747e-01
9.793104938726039377e-01 6.393368538937980183e+00 -8.069340966782492242e-01
1.077217345015942795e+00 5.914918378738952320e+00 -8.247799877223936926e-01
1.184912462047148285e+00 5.462920507683818983e+00 -8.439923311740594736e-01
1.303374429692138792e+00 5.036535293241156452e+00 -8.629497112841081341e-01
1.433679666969113864e+00 4.634809074875597901e+00 -8.819642765638445736e-01
1.577012208200349486e+00 4.256925496999212299e+00 -9.020460474030166376e-01
1.734674461883483954e+00 3.902154231180788191e+00 -9.239571799024861587e-01
1.908099045184099340e+00 3.569732438547387865e+00 -9.462472412184380621e-01
2.098861801585123921e+00 3.258712510095156834e+00 -9.680797737465949293e-01
2.308696119979515515e+00 2.968217761966811530e+00 -9.908208524346846513e-01
2.539508685318411008e+00 2.697477018714614871e+00 -1.015401326893854206e+00
2.793396803934885320e+00 2.445758039310477194e+00 -1.041635730020036066e+00
3.072667460971985065e+00 2.212180081967498158e+00 -1.067081405117229043e+00
3.379858283082686654e+00 1.995837307627338575e+00 -1.092832189381979235e+00
3.717760596881849899e+00 1.795937692548960962e+00 -1.120315794241979024e+00
4.089444792673622153e+00 1.611749016555059200e+00 -1.150708140486563114e+00
4.498288223924834739e+00 1.442486437839103353e+00 -1.180710038168444997e+00
4.948005895996396397e+00 1.287266444905127205e+00 -1.209920929574074488e+00
5.442684222989492504e+00 1.145294326906534987e+00 -1.240718343247596112e+00
5.986818159442277576e+00 1.015848772881994710e+00 -1.274824800768135535e+00
6.585352044278810268e+00 8.982295677771265918e-01 -1.310446324781982641e+00
7.243724528143525632e+00 7.916333379425315453e-01 -1.344001678262233490e+00
7.967917992359121904e+00 6.952900829964674401e-01 -1.378324601873653688e+00
8.764512908559130011e+00 6.085180844750518458e-01 -1.415724538667184396e+00
9.640747632940426470e+00 5.306846979188150071e-01 -1.457757776527973226e+00
1.060458417846361279e+01 4.611123743221586246e-01 -1.497086211091575025e+00
1.166478056264828922e+01 3.991031472747336162e-01 -1.534847994668080640e+00
1.283097038835997594e+01 3.440471812765996118e-01 -1.575325943622488678e+00
1.411375038070951859e+01 2.953918064653394127e-01 -1.622522393654471040e+00
1.552477667547944762e+01 2.525970759756104300e-01 -1.669265230637620556e+00
1.707687073401352862e+01 2.150753087289989096e-01 -1.710698266285685776e+00
1.878413584697837635e+01 1.822995615235360745e-01 -1.754046541688206728e+00
2.066208528562250990e+01 1.538127673888884384e-01 -1.804033164656621002e+00
2.272778326499449264e+01 1.292028465685887140e-01 -1.860671206836154612e+00
2.499999999999998934e+01 1.080301900048456498e-01 -1.907587755736314339e+00
